country,iso3,spei,spei_date,year,month,spei_lag1,spei_lag2,spei_lag3
Lesotho,LSO,-1.2474147,2019-02-15,2019,2,-2.041933,-2.1107068,-1.7723511
Liberia,LBR,-0.10442618,2019-02-15,2019,2,-0.24731897,-0.34849912,-0.35037568
Libya,LBY,0.25736454,2019-02-15,2019,2,-0.1186913,-0.3512582,-0.62080693
Lithuania,LTU,0.6251632,2019-02-15,2019,2,-0.1278843,-0.50564325,-1.2639658
Luxembourg,LUX,0.47539997,2019-02-15,2019,2,0.16043182,-0.83668804,-2.351994
Madagascar,MDG,-0.43492642,2019-02-15,2019,2,-0.35585007,-0.6909011,-0.5780703
Malawi,MWI,1.293936,2019-02-15,2019,2,1.0812918,1.3034714,0.36575326
Malaysia,MYS,-0.52937025,2019-02-15,2019,2,-0.16647883,0.1610923,-0.20601615
Mali,MLI,-0.47670943,2019-02-15,2019,2,-0.6890494,-0.042423822,0.1958658
Mauritania,MRT,-0.71726805,2019-02-15,2019,2,-0.46182457,-0.3713248,0.03986105
Mauritius,MUS,0.39701328,2019-02-15,2019,2,1.5839245,0.83396274,1.8067466
Mexico,MEX,-0.1330123,2019-02-15,2019,2,0.38025168,0.9051023,1.033655
Moldova,MDA,0.24807729,2019-02-15,2019,2,0.94638586,-0.6736434,-0.7088214
Mongolia,MNG,-0.10573241,2019-02-15,2019,2,-1.060161,-1.1160874,-0.12010368
Montenegro,MNE,-0.53649086,2019-02-15,2019,2,-0.19391955,-1.152001,-1.7940621
Morocco,MAR,-1.7679129,2019-02-15,2019,2,-1.2413234,-0.11702024,0.65184706
Mozambique,MOZ,0.2528111,2019-02-15,2019,2,0.286837,0.022941422,-0.38429585
Myanmar,MMR,0.86202306,2019-02-15,2019,2,0.025526252,0.29866648,-0.19660015
Namibia,NAM,-0.17457917,2019-02-15,2019,2,-0.29668456,-0.5153345,-0.17287987
Nepal,NPL,0.98483473,2019-02-15,2019,2,0.93363285,0.26350716,-0.042972747
Netherlands,NLD,-0.02963626,2019-02-15,2019,2,-0.67474395,-1.3896508,-2.277221
New Caledonia,NCL,0.15284759,2019-02-15,2019,2,-0.86467093,-0.4848571,-0.48643327
New Zealand,NZL,-0.9886212,2019-02-15,2019,2,-0.86166203,-0.78165644,-1.0540665
Nicaragua,NIC,-1.4170235,2019-02-15,2019,2,-1.7622503,-1.3348565,-0.92792857
Niger,NER,0.06624038,2019-02-15,2019,2,-0.10507703,0.9530429,0.82425183
Nigeria,NGA,0.23790705,2019-02-15,2019,2,-0.09086533,0.9252537,0.7277258
North Korea,PRK,-1.6061883,2019-02-15,2019,2,-0.78325653,0.24954687,-0.3744454
North Macedonia,MKD,-0.59783304,2019-02-15,2019,2,0.03484923,-1.4384366,-1.64263
Northern Cyprus,-99,1.8397826,2019-02-15,2019,2,-0.60296124,-0.9086028,-0.18083224
Norway,-99,0.59936374,2019-02-15,2019,2,1.8397826,-0.60296124,-0.9086028
Oman,OMN,-1.2750005,2019-02-15,2019,2,-1.3328019,-0.73161286,-1.2020422
Pakistan,PAK,0.15565403,2019-02-15,2019,2,-0.8878635,-1.0696199,-0.7235932
Palestine,PSE,0.815114,2019-02-15,2019,2,0.40297484,0.5564468,0.07359616
Panama,PAN,-0.80582446,2019-02-15,2019,2,-0.65598416,-0.35715634,-0.0443198
Papua New Guinea,PNG,-0.08012621,2019-02-15,2019,2,0.17197801,0.10890313,-0.012859283
Paraguay,PRY,-0.827476,2019-02-15,2019,2,0.2407671,1.464759,2.041758
Peru,PER,0.30161572,2019-02-15,2019,2,0.36061656,0.2940766,0.13861562
Philippines,PHL,-0.059102524,2019-02-15,2019,2,-0.19110076,-0.53853285,-0.47312716
Poland,POL,0.3337282,2019-02-15,2019,2,0.07322924,-0.81479317,-1.5700173
Portugal,PRT,-1.6788759,2019-02-15,2019,2,-0.59805876,-0.13703479,0.28828278
Puerto Rico,PRI,-0.5648288,2019-02-15,2019,2,-0.38761613,0.021819413,-0.19372769
Qatar,QAT,-0.5994165,2019-02-15,2019,2,-0.21113984,0.48086742,0.37727752
Republic of Serbia,SRB,-0.56071955,2019-02-15,2019,2,-0.2798117,-1.4305888,-1.9230627
Republic of the Congo,COG,0.6061161,2019-02-15,2019,2,0.5139655,-0.23411953,-0.90624154
Romania,ROU,0.35160893,2019-02-15,2019,2,0.949234,-0.53402305,-1.1787819
Russia,RUS,0.27609426,2019-02-15,2019,2,0.1489951,0.06488102,0.13662761
Rwanda,RWA,-0.37216562,2019-02-15,2019,2,-0.0013662458,-0.24816294,-1.530696
Saint Vincent and the Grenadines,VCT,-1.8715507,2019-02-15,2019,2,-1.5584279,-0.5066369,-0.69314456
Samoa,WSM,1.0100273,2019-02-15,2019,2,0.33818305,0.92371863,0.5825074
Saudi Arabia,SAU,0.084443495,2019-02-15,2019,2,0.42364115,0.7699957,0.67574835
Senegal,SEN,-0.99121755,2019-02-15,2019,2,-0.9770819,0.13400124,0.8840391
Siachen Glacier,-99,1.3846908,2019-02-15,2019,2,0.59936374,1.8397826,-0.60296124
Sierra Leone,SLE,-0.20552367,2019-02-15,2019,2,-0.36724487,-0.3775467,-0.29895666
Slovakia,SVK,-0.43772846,2019-02-15,2019,2,-0.36569637,-1.1280392,-1.2797893
Slovenia,SVN,-1.1532017,2019-02-15,2019,2,-1.119756,-1.2609694,-0.9882107
Solomon Islands,SLB,0.042715006,2019-02-15,2019,2,0.07206629,0.036674,0.053124677
Somalia,SOM,-0.66349924,2019-02-15,2019,2,0.18665783,0.09035946,0.33151752
Somaliland,-99,-0.5381979,2019-02-15,2019,2,1.3846908,0.59936374,1.8397826
South Africa,ZAF,-1.2204827,2019-02-15,2019,2,-1.810701,-1.9222654,-1.4567024
South Georgia and the Islands,SGS,-2.0876002,2019-02-15,2019,2,-1.8647346,-1.9414136,-0.86997163
South Korea,KOR,-0.85170496,2019-02-15,2019,2,-0.64104307,1.5344559,0.8695251
South Sudan,SSD,-0.8052595,2019-02-15,2019,2,-0.4472534,0.09830443,0.00823619
Spain,ESP,-1.8005579,2019-02-15,2019,2,-0.44695657,0.28223646,0.47103888
Sri Lanka,LKA,-0.5825312,2019-02-15,2019,2,-0.91295534,0.10678453,0.5269536
Sudan,SDN,-0.82791054,2019-02-15,2019,2,-0.71291333,-0.067138374,-0.029331353
Suriname,SUR,-1.2484992,2019-02-15,2019,2,-0.826028,-0.36411428,0.027921986
Sweden,SWE,0.5225956,2019-02-15,2019,2,-0.1838066,-0.28796285,-0.1495544
Switzerland,CHE,0.36724076,2019-02-15,2019,2,0.06787978,-0.6403872,-2.0304685
Syria,SYR,1.1747768,2019-02-15,2019,2,1.2708364,1.3101248,0.27371764
Taiwan,TWN,-0.20247367,2019-02-15,2019,2,0.2390584,0.2338162,0.27768314
Tajikistan,TJK,-0.18633519,2019-02-15,2019,2,0.6749116,0.18017562,0.6614089
Thailand,THA,0.7094658,2019-02-15,2019,2,0.1550091,-0.36374122,-1.3093792
The Bahamas,BHS,0.45336178,2019-02-15,2019,2,-0.32459232,-1.431609,-1.2154211
Togo,TGO,-0.93800735,2019-02-15,2019,2,-1.535069,0.0576853,0.6747605
Trinidad and Tobago,TTO,-2.2321162,2019-02-15,2019,2,-2.416236,-0.9472791,0.8336425
Tunisia,TUN,-0.6264791,2019-02-15,2019,2,-0.8502675,0.24721602,0.88150054
Turkey,TUR,1.3766396,2019-02-15,2019,2,1.3380558,1.2116826,0.23168194
Turkmenistan,TKM,0.5402765,2019-02-15,2019,2,0.22854963,0.4185373,0.12423431
Uganda,UGA,0.8021758,2019-02-15,2019,2,0.29417518,-0.42782927,-1.2106096
Ukraine,UKR,0.668312,2019-02-15,2019,2,0.8572409,-0.26907778,-0.99284387
United Arab Emirates,ARE,-0.017916514,2019-02-15,2019,2,0.013769458,0.34525433,-0.19675203
United Kingdom,GBR,-0.94612706,2019-02-15,2019,2,-0.5689841,-0.079673104,-0.19718395
United Republic of Tanzania,TZA,-0.021003693,2019-02-15,2019,2,0.07342777,0.26866177,-0.01873613
United States Virgin Islands,VIR,-0.6187411,2019-02-15,2019,2,-0.19498008,0.55796623,0.38895112
United States of America,USA,1.0032333,2019-02-15,2019,2,0.6899689,1.0138329,0.6734157
Uruguay,URY,1.6878042,2019-02-15,2019,2,2.219555,0.9895354,0.5259692
Uzbekistan,UZB,0.09837133,2019-02-15,2019,2,0.46338657,0.24078271,-0.052557852
Vanuatu,VUT,0.09805446,2019-02-15,2019,2,-0.021929296,0.028981788,0.09975775
Venezuela,VEN,-0.6378819,2019-02-15,2019,2,-0.62917995,-0.5545344,-0.00021951084
Vietnam,VNM,0.6123382,2019-02-15,2019,2,0.24423957,-0.3141006,-0.84994525
Western Sahara,ESH,-0.88618124,2019-02-15,2019,2,-0.37241307,-0.12670045,-0.060317624
Yemen,YEM,-1.0053806,2019-02-15,2019,2,-1.061428,-0.60081697,-0.26308453
Zambia,ZMB,0.16444872,2019-02-15,2019,2,0.20863771,0.18865097,-0.16409835
Zimbabwe,ZWE,0.13480398,2019-02-15,2019,2,0.1553532,-0.29896402,-0.7276137
eSwatini,SWZ,-0.9924674,2019-02-15,2019,2,-1.9552495,-1.5905484,-1.20563
Afghanistan,AFG,0.7164733,2019-03-16,2019,3,0.16538179,-0.10182334,-0.09216996
Aland,ALA,1.1596091,2019-03-16,2019,3,0.28004837,-0.5845547,-0.5919029
Albania,ALB,-0.6255829,2019-03-16,2019,3,-0.47016254,-0.22967805,-1.4893907
Algeria,DZA,-0.5180652,2019-03-16,2019,3,-1.2537508,-1.0814188,-0.5427769
Angola,AGO,0.076445304,2019-03-16,2019,3,0.07559092,0.09074912,0.08361511
Antarctica,ATA,,2019-03-16,2019,3,,,
Argentina,ARG,0.1667355,2019-03-16,2019,3,-0.14190923,0.5836947,0.65683836
Armenia,ARM,0.771645,2019-03-16,2019,3,1.6398523,1.0363027,1.1712614
Australia,AUS,-0.8929997,2019-03-16,2019,3,-1.048422,-0.6767873,-0.3733929
Austria,AUT,-0.28448966,2019-03-16,2019,3,0.5178075,0.3997119,-0.6072786
Azerbaijan,AZE,0.34052488,2019-03-16,2019,3,0.74617064,0.42078257,0.0657651
Bangladesh,BGD,1.0899463,2019-03-16,2019,3,1.1792088,-0.7984906,-0.98979837
Belarus,BLR,-0.6118637,2019-03-16,2019,3,0.2755166,0.0877604,-0.5993056
Belgium,BEL,-0.04304186,2019-03-16,2019,3,0.011934126,-0.28694797,-0.8990316
Belize,BLZ,-0.864034,2019-03-16,2019,3,-0.7078858,-0.52690655,0.15197073
Benin,BEN,-0.5639366,2019-03-16,2019,3,-0.6726852,-1.2309334,0.28036058
Bhutan,BTN,0.365998,2019-03-16,2019,3,0.9822577,-0.5044776,-1.0864267
Bolivia,BOL,-0.8231644,2019-03-16,2019,3,-0.45051655,0.1145545,0.8139932
Bosnia and Herzegovina,BIH,-1.3798658,2019-03-16,2019,3,-1.0426068,-0.74671865,-1.2496614
Botswana,BWA,-0.47903395,2019-03-16,2019,3,-0.32629177,-0.6016498,-0.87824404
Brazil,BRA,-0.34667435,2019-03-16,2019,3,-0.30097842,-0.11553618,0.28563017
Brunei,BRN,-1.4311981,2019-03-16,2019,3,-0.9942771,-0.77071255,-1.0203966
Bulgaria,BGR,-1.1767316,2019-03-16,2019,3,-0.30531394,0.5554903,-0.6466883
Burkina Faso,BFA,-0.20680636,2019-03-16,2019,3,-0.89592314,-1.4690838,0.21104781
Burundi,BDI,-1.7624912,2019-03-16,2019,3,-0.036204435,0.45430762,-0.021936925
Cabo Verde,CPV,0.26026055,2019-03-16,2019,3,-0.50758356,-0.40014565,-0.039520983
Cambodia,KHM,-0.15672389,2019-03-16,2019,3,-0.33121607,-0.35742763,-0.8311942
Cameroon,CMR,0.1528231,2019-03-16,2019,3,0.12727046,0.0012856253,-0.58714634
Canada,CAN,-0.074866906,2019-03-16,2019,3,0.32862702,0.36701372,0.20787428
Cayman Islands,CYM,,2019-03-16,2019,3,,,
Central African Republic,CAF,-0.4714316,2019-03-16,2019,3,-0.79600614,-0.4425374,-0.28681776
Chad,TCD,-1.1500866,2019-03-16,2019,3,-1.1018106,-0.4856645,-0.007377781
Chile,CHL,-0.17724389,2019-03-16,2019,3,-0.6254133,-0.3061873,0.053984735
China,CHN,-0.6264081,2019-03-16,2019,3,0.18078808,0.2970199,-0.1464321
Colombia,COL,-0.3220051,2019-03-16,2019,3,-1.0076214,-0.8541299,-0.6717622
Comoros,COM,-1.9016781,2019-03-16,2019,3,-0.8755826,-0.6904536,-0.9904455
Costa Rica,CRI,-0.17386988,2019-03-16,2019,3,-0.5823756,-0.6310586,-0.1743319
Croatia,HRV,-1.3726158,2019-03-16,2019,3,-1.2906017,-1.0436542,-1.3780793
Cuba,CUB,0.08285605,2019-03-16,2019,3,-0.18816328,-0.49769983,-0.74008375
Cyprus,CYP,1.2688282,2019-03-16,2019,3,1.5948972,1.5762076,1.188148
Czechia,CZE,-0.9569414,2019-03-16,2019,3,0.1154935,0.28035554,-0.9851965
Democratic Republic of the Congo,COD,-0.17670408,2019-03-16,2019,3,0.095151186,0.12155283,0.12858376
Denmark,DNK,0.9920071,2019-03-16,2019,3,0.02804983,-0.7863284,-1.1056811
Djibouti,DJI,-0.7716484,2019-03-16,2019,3,-0.9962245,-0.67593473,-0.21134594
Dominican Republic,DOM,-0.70591426,2019-03-16,2019,3,-0.75978637,-1.2693185,-1.4569397
East Timor,TLS,-2.1198945,2019-03-16,2019,3,-2.233224,-1.4723969,-0.36105704
Ecuador,ECU,0.73207134,2019-03-16,2019,3,0.5172599,0.5699204,0.06560059
Egypt,EGY,-0.07987475,2019-03-16,2019,3,-0.23068024,-0.27481702,-0.45805928
El Salvador,SLV,-0.97784334,2019-03-16,2019,3,-1.1076462,-1.3473574,-0.10368756
Equatorial Guinea,GNQ,0.37692326,2019-03-16,2019,3,-0.52142924,0.38556275,-1.0210814
Eritrea,ERI,-0.8974956,2019-03-16,2019,3,-0.79744947,-0.40492567,0.17580338
Estonia,EST,1.4263796,2019-03-16,2019,3,0.5443364,-0.651818,-0.99418616
Ethiopia,ETH,-0.62635434,2019-03-16,2019,3,-0.7854059,-0.17721514,0.09835262
Falkland Islands,FLK,0.61734265,2019-03-16,2019,3,-0.41971844,-1.0266868,-0.79594946
Faroe Islands,FRO,0.048404835,2019-03-16,2019,3,-0.14996319,-0.37071964,-0.23345853
Fiji,FJI,-0.5398555,2019-03-16,2019,3,-0.87695754,-0.04864553,-0.04833042
Finland,FIN,1.5658314,2019-03-16,2019,3,0.78088164,-0.4958804,-1.0272682
France,-99,-1.4240361,2019-03-16,2019,3,-0.5381979,1.3846908,0.59936374
French Polynesia,PYF,0.7244219,2019-03-16,2019,3,0.09583926,-0.56714064,-2.2288346
French Southern and Antarctic Lands,ATF,1.8758461,2019-03-16,2019,3,1.193893,-1.2233441,-2.7352066
Gabon,GAB,0.17446771,2019-03-16,2019,3,0.17160751,0.40726104,-1.082304
Gambia,GMB,-0.33259964,2019-03-16,2019,3,-1.2544765,-1.3441417,0.1324229
Georgia,GEO,0.09197848,2019-03-16,2019,3,0.30207598,-0.08914985,-0.0962592
Germany,DEU,-0.23375395,2019-03-16,2019,3,0.17633824,-0.089692086,-1.1924027
Ghana,GHA,-0.20543222,2019-03-16,2019,3,-0.8538937,-1.4353242,-0.017109318
Greece,GRC,-0.023193186,2019-03-16,2019,3,0.29170033,0.51346415,-1.2572261
Greenland,GRL,0.34193188,2019-03-16,2019,3,0.46528652,0.61293995,0.4682701
Guatemala,GTM,-1.1343383,2019-03-16,2019,3,-0.652537,-0.11933477,0.36167422
Guinea,GIN,0.53872275,2019-03-16,2019,3,-0.56920105,-1.1589417,0.01352343
Guinea-Bissau,GNB,-0.433097,2019-03-16,2019,3,-1.0288124,-1.5486801,-0.049382593
Guyana,GUY,-1.3501827,2019-03-16,2019,3,-1.2697829,-1.5020566,-1.6061468
Haiti,HTI,-1.3521142,2019-03-16,2019,3,-1.48192,-1.7776701,-1.5887362
Honduras,HND,-0.39124647,2019-03-16,2019,3,-0.71620417,-1.6594938,-1.339936
Hungary,HUN,-1.5986915,2019-03-16,2019,3,-0.82422334,-0.58740914,-1.382882
Iceland,ISL,0.9568302,2019-03-16,2019,3,0.85344106,1.1498585,1.1608795
India,IND,-0.039683968,2019-03-16,2019,3,0.34374827,-0.16808234,-0.76599467
Indonesia,IDN,-0.4389686,2019-03-16,2019,3,-0.25214997,0.24631798,0.3286529
Iran,IRN,0.7797846,2019-03-16,2019,3,-0.042322237,0.08598843,0.2990662
Iraq,IRQ,0.22494309,2019-03-16,2019,3,-0.15673073,0.76963055,1.3429593
Ireland,IRL,0.04194855,2019-03-16,2019,3,-0.24225731,0.57323444,0.7597342
Israel,ISR,0.72451866,2019-03-16,2019,3,0.8548709,0.42522418,0.6454163
Italy,ITA,-1.1487827,2019-03-16,2019,3,-1.0528588,-0.88803244,-0.8015662
Ivory Coast,CIV,-0.14479698,2019-03-16,2019,3,-0.5452693,-0.917051,0.27422628
Jamaica,JAM,-0.06444986,2019-03-16,2019,3,-0.3825291,-0.8658481,-1.6256478
Japan,JPN,-1.4229342,2019-03-16,2019,3,-0.95954806,-1.2727046,-0.722774
Jordan,JOR,1.0299802,2019-03-16,2019,3,0.9828677,0.6421655,0.5380215
Kazakhstan,KAZ,-0.7536264,2019-03-16,2019,3,-0.35631996,0.0017879274,-0.0015075266
Kenya,KEN,0.9780663,2019-03-16,2019,3,0.7116749,-0.121781096,-0.5476977
Kiribati,KIR,,2019-03-16,2019,3,,,
Kosovo,-99,-1.2681562,2019-03-16,2019,3,-1.4240361,-0.5381979,1.3846908
Kuwait,KWT,-0.7300821,2019-03-16,2019,3,-1.4055976,0.43336987,1.5653954
Kyrgyzstan,KGZ,-0.5034579,2019-03-16,2019,3,0.014502076,0.3748812,0.24766472
Laos,LAO,-0.3104166,2019-03-16,2019,3,1.1662098,0.7337365,0.40517586
Latvia,LVA,1.0848883,2019-03-16,2019,3,0.6913871,-0.36423558,-0.7282416
Lebanon,LBN,1.2495143,2019-03-16,2019,3,1.4308003,1.0998397,0.98768467
Lesotho,LSO,-0.5929006,2019-03-16,2019,3,-1.2474147,-2.041933,-2.1107068
Liberia,LBR,-0.1633273,2019-03-16,2019,3,-0.10442618,-0.24731897,-0.34849912
Libya,LBY,0.28246558,2019-03-16,2019,3,0.25736454,-0.1186913,-0.3512582
Lithuania,LTU,0.29911274,2019-03-16,2019,3,0.6251632,-0.1278843,-0.50564325
Luxembourg,LUX,0.018899245,2019-03-16,2019,3,0.47539997,0.16043182,-0.83668804
Madagascar,MDG,0.27526978,2019-03-16,2019,3,-0.43492642,-0.35585007,-0.6909011
Malawi,MWI,1.3802443,2019-03-16,2019,3,1.293936,1.0812918,1.3034714
Malaysia,MYS,-1.2588993,2019-03-16,2019,3,-0.52937025,-0.16647883,0.1610923
Mali,MLI,-0.034489404,2019-03-16,2019,3,-0.47670943,-0.6890494,-0.042423822
Mauritania,MRT,-0.21682292,2019-03-16,2019,3,-0.71726805,-0.46182457,-0.3713248
Mauritius,MUS,-0.5717622,2019-03-16,2019,3,0.39701328,1.5839245,0.83396274
Mexico,MEX,-0.23289314,2019-03-16,2019,3,-0.1330123,0.38025168,0.9051023
Moldova,MDA,-1.0045575,2019-03-16,2019,3,0.24807729,0.94638586,-0.6736434
Mongolia,MNG,-1.357212,2019-03-16,2019,3,-0.10573241,-1.060161,-1.1160874
Montenegro,MNE,-1.0234196,2019-03-16,2019,3,-0.53649086,-0.19391955,-1.152001
Morocco,MAR,-1.4043089,2019-03-16,2019,3,-1.7679129,-1.2413234,-0.11702024
Mozambique,MOZ,0.4609419,2019-03-16,2019,3,0.2528111,0.286837,0.022941422
Myanmar,MMR,0.20066267,2019-03-16,2019,3,0.86202306,0.025526252,0.29866648
Namibia,NAM,-0.124262266,2019-03-16,2019,3,-0.17457917,-0.29668456,-0.5153345
Nepal,NPL,0.77887774,2019-03-16,2019,3,0.98483473,0.93363285,0.26350716
Netherlands,NLD,0.3848436,2019-03-16,2019,3,-0.02963626,-0.67474395,-1.3896508
New Caledonia,NCL,-0.35668468,2019-03-16,2019,3,0.15284759,-0.86467093,-0.4848571
New Zealand,NZL,-0.2718719,2019-03-16,2019,3,-0.9886212,-0.86166203,-0.78165644
Nicaragua,NIC,-0.9117751,2019-03-16,2019,3,-1.4170235,-1.7622503,-1.3348565
Niger,NER,-0.27368075,2019-03-16,2019,3,0.06624038,-0.10507703,0.9530429
Nigeria,NGA,-0.37537774,2019-03-16,2019,3,0.23790705,-0.09086533,0.9252537
North Korea,PRK,-1.870666,2019-03-16,2019,3,-1.6061883,-0.78325653,0.24954687
North Macedonia,MKD,-1.1573206,2019-03-16,2019,3,-0.59783304,0.03484923,-1.4384366
Northern Cyprus,-99,1.4280524,2019-03-16,2019,3,-1.2681562,-1.4240361,-0.5381979
Norway,-99,0.9556221,2019-03-16,2019,3,1.4280524,-1.2681562,-1.4240361
Oman,OMN,-1.192142,2019-03-16,2019,3,-1.2750005,-1.3328019,-0.73161286
Pakistan,PAK,1.1450487,2019-03-16,2019,3,0.15565403,-0.8878635,-1.0696199
Palestine,PSE,0.7713537,2019-03-16,2019,3,0.815114,0.40297484,0.5564468
Panama,PAN,-0.6725188,2019-03-16,2019,3,-0.80582446,-0.65598416,-0.35715634
Papua New Guinea,PNG,0.24022289,2019-03-16,2019,3,-0.08012621,0.17197801,0.10890313
Paraguay,PRY,0.5913198,2019-03-16,2019,3,-0.827476,0.2407671,1.464759
Peru,PER,0.18557903,2019-03-16,2019,3,0.30161572,0.36061656,0.2940766
Philippines,PHL,-0.8374859,2019-03-16,2019,3,-0.059102524,-0.19110076,-0.53853285
Poland,POL,-0.5131874,2019-03-16,2019,3,0.3337282,0.07322924,-0.81479317
Portugal,PRT,-1.6203494,2019-03-16,2019,3,-1.6788759,-0.59805876,-0.13703479
Puerto Rico,PRI,-0.6742499,2019-03-16,2019,3,-0.5648288,-0.38761613,0.021819413
Qatar,QAT,1.2948674,2019-03-16,2019,3,-0.5994165,-0.21113984,0.48086742
Republic of Serbia,SRB,-1.4625406,2019-03-16,2019,3,-0.56071955,-0.2798117,-1.4305888
Republic of the Congo,COG,-0.39973325,2019-03-16,2019,3,0.6061161,0.5139655,-0.23411953
Romania,ROU,-1.0944289,2019-03-16,2019,3,0.35160893,0.949234,-0.53402305
Russia,RUS,0.21387047,2019-03-16,2019,3,0.27609426,0.1489951,0.06488102
Rwanda,RWA,-1.9202694,2019-03-16,2019,3,-0.37216562,-0.0013662458,-0.24816294
Saint Vincent and the Grenadines,VCT,-1.8145012,2019-03-16,2019,3,-1.8715507,-1.5584279,-0.5066369
Samoa,WSM,0.6315718,2019-03-16,2019,3,1.0100273,0.33818305,0.92371863
Saudi Arabia,SAU,0.4133262,2019-03-16,2019,3,0.084443495,0.42364115,0.7699957
Senegal,SEN,-0.15659201,2019-03-16,2019,3,-0.99121755,-0.9770819,0.13400124
Siachen Glacier,-99,1.3029143,2019-03-16,2019,3,0.9556221,1.4280524,-1.2681562
Sierra Leone,SLE,-0.06540632,2019-03-16,2019,3,-0.20552367,-0.36724487,-0.3775467
Slovakia,SVK,-1.2579615,2019-03-16,2019,3,-0.43772846,-0.36569637,-1.1280392
Slovenia,SVN,-1.0160362,2019-03-16,2019,3,-1.1532017,-1.119756,-1.2609694
Solomon Islands,SLB,0.03714139,2019-03-16,2019,3,0.042715006,0.07206629,0.036674
Somalia,SOM,-0.6616624,2019-03-16,2019,3,-0.66349924,0.18665783,0.09035946
Somaliland,-99,-0.56484663,2019-03-16,2019,3,1.3029143,0.9556221,1.4280524
South Africa,ZAF,-1.0118772,2019-03-16,2019,3,-1.2204827,-1.810701,-1.9222654
South Georgia and the Islands,SGS,-0.3491294,2019-03-16,2019,3,-2.0876002,-1.8647346,-1.9414136
South Korea,KOR,-1.3795905,2019-03-16,2019,3,-0.85170496,-0.64104307,1.5344559
South Sudan,SSD,-0.74655014,2019-03-16,2019,3,-0.8052595,-0.4472534,0.09830443
Spain,ESP,-1.881451,2019-03-16,2019,3,-1.8005579,-0.44695657,0.28223646
Sri Lanka,LKA,-0.65940374,2019-03-16,2019,3,-0.5825312,-0.91295534,0.10678453
Sudan,SDN,-0.876637,2019-03-16,2019,3,-0.82791054,-0.71291333,-0.067138374
Suriname,SUR,-1.6227682,2019-03-16,2019,3,-1.2484992,-0.826028,-0.36411428
Sweden,SWE,1.1972731,2019-03-16,2019,3,0.5225956,-0.1838066,-0.28796285
Switzerland,CHE,-0.54945123,2019-03-16,2019,3,0.36724076,0.06787978,-0.6403872
Syria,SYR,1.0282696,2019-03-16,2019,3,1.1747768,1.2708364,1.3101248
Taiwan,TWN,0.11541506,2019-03-16,2019,3,-0.20247367,0.2390584,0.2338162
Tajikistan,TJK,-0.31931865,2019-03-16,2019,3,-0.18633519,0.6749116,0.18017562
Thailand,THA,-0.35465062,2019-03-16,2019,3,0.7094658,0.1550091,-0.36374122
The Bahamas,BHS,0.33836165,2019-03-16,2019,3,0.45336178,-0.32459232,-1.431609
Togo,TGO,-0.47104067,2019-03-16,2019,3,-0.93800735,-1.535069,0.0576853
Trinidad and Tobago,TTO,-1.3468213,2019-03-16,2019,3,-2.2321162,-2.416236,-0.9472791
Tunisia,TUN,0.402025,2019-03-16,2019,3,-0.6264791,-0.8502675,0.24721602
Turkey,TUR,0.20799471,2019-03-16,2019,3,1.3766396,1.3380558,1.2116826
Turkmenistan,TKM,0.5823409,2019-03-16,2019,3,0.5402765,0.22854963,0.4185373
Uganda,UGA,0.6231801,2019-03-16,2019,3,0.8021758,0.29417518,-0.42782927
Ukraine,UKR,-0.83192086,2019-03-16,2019,3,0.668312,0.8572409,-0.26907778
United Arab Emirates,ARE,0.4909988,2019-03-16,2019,3,-0.017916514,0.013769458,0.34525433
United Kingdom,GBR,-0.63381034,2019-03-16,2019,3,-0.94612706,-0.5689841,-0.079673104
United Republic of Tanzania,TZA,-0.14335771,2019-03-16,2019,3,-0.021003693,0.07342777,0.26866177
United States Virgin Islands,VIR,-0.88199407,2019-03-16,2019,3,-0.6187411,-0.19498008,0.55796623
United States of America,USA,0.82962084,2019-03-16,2019,3,1.0032333,0.6899689,1.0138329
Uruguay,URY,0.97007674,2019-03-16,2019,3,1.6878042,2.219555,0.9895354
Uzbekistan,UZB,-0.18761468,2019-03-16,2019,3,0.09837133,0.46338657,0.24078271
Vanuatu,VUT,0.08408911,2019-03-16,2019,3,0.09805446,-0.021929296,0.028981788
Venezuela,VEN,-0.61151236,2019-03-16,2019,3,-0.6378819,-0.62917995,-0.5545344
Vietnam,VNM,0.23435311,2019-03-16,2019,3,0.6123382,0.24423957,-0.3141006
Western Sahara,ESH,-0.685942,2019-03-16,2019,3,-0.88618124,-0.37241307,-0.12670045
Yemen,YEM,-0.5689314,2019-03-16,2019,3,-1.0053806,-1.061428,-0.60081697
Zambia,ZMB,0.064616434,2019-03-16,2019,3,0.16444872,0.20863771,0.18865097
Zimbabwe,ZWE,0.19868824,2019-03-16,2019,3,0.13480398,0.1553532,-0.29896402
eSwatini,SWZ,-0.10614137,2019-03-16,2019,3,-0.9924674,-1.9552495,-1.5905484
Afghanistan,AFG,1.1403052,2019-04-16,2019,4,0.7164733,0.16538179,-0.10182334
Aland,ALA,-0.62008643,2019-04-16,2019,4,1.1596091,0.28004837,-0.5845547
Albania,ALB,-1.2396582,2019-04-16,2019,4,-0.6255829,-0.47016254,-0.22967805
Algeria,DZA,-0.49394283,2019-04-16,2019,4,-0.5180652,-1.2537508,-1.0814188
Angola,AGO,0.093374446,2019-04-16,2019,4,0.076445304,0.07559092,0.09074912
Antarctica,ATA,,2019-04-16,2019,4,,,
