country,ISO_A3,date,spei
Ghana,GHA,2021-07-16,-0.14718442
Greece,GRC,2021-07-16,-1.3302948
Greenland,GRL,2021-07-16,-0.75207424
Guatemala,GTM,2021-07-16,-0.6294898
Guinea,GIN,2021-07-16,-0.5640348
Guinea-Bissau,GNB,2021-07-16,-1.32249
Guyana,GUY,2021-07-16,1.3723224
Haiti,HTI,2021-07-16,-0.8280646
Honduras,HND,2021-07-16,-0.41321555
Hungary,HUN,2021-07-16,-1.3693477
Iceland,ISL,2021-07-16,-1.0648447
India,IND,2021-07-16,0.44808024
Indonesia,IDN,2021-07-16,0.28221813
Iran,IRN,2021-07-16,-1.6570591
Iraq,IRQ,2021-07-16,-2.539772
Ireland,IRL,2021-07-16,0.04701357
Israel,ISR,2021-07-16,-1.3333268
Italy,ITA,2021-07-16,-0.6684768
Ivory Coast,CIV,2021-07-16,0.275799
Jamaica,JAM,2021-07-16,0.12841071
Japan,JPN,2021-07-16,-0.39377746
Jordan,JOR,2021-07-16,-1.2568088
Kazakhstan,KAZ,2021-07-16,-1.9630688
Kenya,KEN,2021-07-16,0.25648993
Kiribati,KIR,2021-07-16,
Kosovo,-99,2021-07-16,-1.716484
Kuwait,KWT,2021-07-16,-2.2152348
Kyrgyzstan,KGZ,2021-07-16,-1.2797035
Laos,LAO,2021-07-16,-0.9119761
Latvia,LVA,2021-07-16,-0.8682371
Lebanon,LBN,2021-07-16,-1.4919062
Lesotho,LSO,2021-07-16,-1.7490764
Liberia,LBR,2021-07-16,-0.046615634
Libya,LBY,2021-07-16,-1.6925362
Lithuania,LTU,2021-07-16,-0.44676957
Luxembourg,LUX,2021-07-16,1.7605397
Madagascar,MDG,2021-07-16,-0.28909686
Malawi,MWI,2021-07-16,0.34694526
Malaysia,MYS,2021-07-16,0.9267775
Mali,MLI,2021-07-16,-0.5974352
Mauritania,MRT,2021-07-16,-0.6543554
Mauritius,MUS,2021-07-16,-0.101813026
Mexico,MEX,2021-07-16,0.73017555
Moldova,MDA,2021-07-16,1.0213554
Mongolia,MNG,2021-07-16,-0.06796993
Montenegro,MNE,2021-07-16,-1.421608
Morocco,MAR,2021-07-16,-0.8625444
Mozambique,MOZ,2021-07-16,0.17081057
Myanmar,MMR,2021-07-16,-1.095081
Namibia,NAM,2021-07-16,-0.10528061
Nepal,NPL,2021-07-16,0.81438416
Netherlands,NLD,2021-07-16,1.3697193
New Caledonia,NCL,2021-07-16,-0.8816858
New Zealand,NZL,2021-07-16,-0.053758375
Nicaragua,NIC,2021-07-16,-0.65689814
Niger,NER,2021-07-16,-1.3081448
Nigeria,NGA,2021-07-16,-1.0122663
North Korea,PRK,2021-07-16,-0.85083884
North Macedonia,MKD,2021-07-16,-1.2536983
Northern Cyprus,-99,2021-07-16,-1.3957236
Norway,-99,2021-07-16,-0.3769563
Oman,OMN,2021-07-16,-1.3980294
Pakistan,PAK,2021-07-16,-0.52431035
Palestine,PSE,2021-07-16,-1.166874
Panama,PAN,2021-07-16,0.26981625
Papua New Guinea,PNG,2021-07-16,0.13211939
Paraguay,PRY,2021-07-16,-1.2668425
Peru,PER,2021-07-16,-0.33467087
Philippines,PHL,2021-07-16,0.41295594
Poland,POL,2021-07-16,-0.5297853
Portugal,PRT,2021-07-16,-0.8276505
Puerto Rico,PRI,2021-07-16,0.30126974
Qatar,QAT,2021-07-16,-2.1228077
Republic of Serbia,SRB,2021-07-16,-1.4169971
Republic of the Congo,COG,2021-07-16,0.15640798
Romania,ROU,2021-07-16,-0.10139505
Russia,RUS,2021-07-16,-0.75399184
Rwanda,RWA,2021-07-16,0.11624174
Saint Vincent and the Grenadines,VCT,2021-07-16,-0.04599407
Samoa,WSM,2021-07-16,-0.017674979
Saudi Arabia,SAU,2021-07-16,-1.5346454
Senegal,SEN,2021-07-16,-1.5749011
Siachen Glacier,-99,2021-07-16,0.28685433
Sierra Leone,SLE,2021-07-16,-0.1798275
Slovakia,SVK,2021-07-16,-1.0709438
Slovenia,SVN,2021-07-16,-0.43548632
Solomon Islands,SLB,2021-07-16,0.051780004
Somalia,SOM,2021-07-16,-0.2340476
Somaliland,-99,2021-07-16,-0.08709201
South Africa,ZAF,2021-07-16,-1.251297
South Georgia and the Islands,SGS,2021-07-16,-1.1856161
South Korea,KOR,2021-07-16,-0.5975623
South Sudan,SSD,2021-07-16,-0.11381742
Spain,ESP,2021-07-16,-0.78316516
Sri Lanka,LKA,2021-07-16,1.1091477
Sudan,SDN,2021-07-16,-0.5406762
Suriname,SUR,2021-07-16,1.5954113
Sweden,SWE,2021-07-16,-0.36480695
Switzerland,CHE,2021-07-16,1.8831549
Syria,SYR,2021-07-16,-2.1684494
Taiwan,TWN,2021-07-16,-0.5859253
Tajikistan,TJK,2021-07-16,-1.2345128
Thailand,THA,2021-07-16,-0.9731502
The Bahamas,BHS,2021-07-16,-0.995522
Togo,TGO,2021-07-16,-0.7469382
Trinidad and Tobago,TTO,2021-07-16,0.8891039
Tunisia,TUN,2021-07-16,-1.6336925
Turkey,TUR,2021-07-16,-1.1650671
Turkmenistan,TKM,2021-07-16,-2.547127
Uganda,UGA,2021-07-16,0.40795085
Ukraine,UKR,2021-07-16,0.33971602
United Arab Emirates,ARE,2021-07-16,-1.8807263
United Kingdom,GBR,2021-07-16,0.41078377
United Republic of Tanzania,TZA,2021-07-16,-0.046437006
United States Virgin Islands,VIR,2021-07-16,0.14026481
United States of America,USA,2021-07-16,0.02078777
Uruguay,URY,2021-07-16,-0.028499814
Uzbekistan,UZB,2021-07-16,-2.341903
Vanuatu,VUT,2021-07-16,0.014646653
Venezuela,VEN,2021-07-16,-0.40904784
Vietnam,VNM,2021-07-16,-0.92067444
Western Sahara,ESH,2021-07-16,-0.7295952
Yemen,YEM,2021-07-16,-0.32388163
Zambia,ZMB,2021-07-16,-0.060733493
Zimbabwe,ZWE,2021-07-16,0.022667954
eSwatini,SWZ,2021-07-16,-0.8174734
Afghanistan,AFG,2021-08-16,-2.025038
Aland,ALA,2021-08-16,-0.6403056
Albania,ALB,2021-08-16,-1.2445828
Algeria,DZA,2021-08-16,-1.1456718
Angola,AGO,2021-08-16,-0.71275944
Antarctica,ATA,2021-08-16,
Argentina,ARG,2021-08-16,-1.4634784
Armenia,ARM,2021-08-16,-0.88961667
Australia,AUS,2021-08-16,-0.37647635
Austria,AUT,2021-08-16,0.25359023
Azerbaijan,AZE,2021-08-16,-0.92996186
Bangladesh,BGD,2021-08-16,-0.010432034
Belarus,BLR,2021-08-16,-0.52713805
Belgium,BEL,2021-08-16,1.1395034
Belize,BLZ,2021-08-16,-0.8026853
Benin,BEN,2021-08-16,0.40790156
Bhutan,BTN,2021-08-16,-1.1715807
Bolivia,BOL,2021-08-16,-1.0061272
Bosnia and Herzegovina,BIH,2021-08-16,-1.2204497
Botswana,BWA,2021-08-16,-0.8773823
Brazil,BRA,2021-08-16,-0.49866775
Brunei,BRN,2021-08-16,1.6385808
Bulgaria,BGR,2021-08-16,0.02176157
Burkina Faso,BFA,2021-08-16,0.7766391
Burundi,BDI,2021-08-16,-1.2575743
Cabo Verde,CPV,2021-08-16,-0.055629287
Cambodia,KHM,2021-08-16,-0.27557763
Cameroon,CMR,2021-08-16,-0.3009795
Canada,CAN,2021-08-16,-0.5111426
Cayman Islands,CYM,2021-08-16,
Central African Republic,CAF,2021-08-16,0.4459634
Chad,TCD,2021-08-16,0.20498367
Chile,CHL,2021-08-16,-0.7751215
China,CHN,2021-08-16,0.004143386
Colombia,COL,2021-08-16,0.42940858
Comoros,COM,2021-08-16,-0.3204239
Costa Rica,CRI,2021-08-16,0.1396833
Croatia,HRV,2021-08-16,-1.2513562
Cuba,CUB,2021-08-16,0.70160735
Cyprus,CYP,2021-08-16,-0.35155958
Czechia,CZE,2021-08-16,0.3850365
Democratic Republic of the Congo,COD,2021-08-16,0.025111472
Denmark,DNK,2021-08-16,-0.783287
Djibouti,DJI,2021-08-16,-0.13211295
Dominican Republic,DOM,2021-08-16,0.35084766
East Timor,TLS,2021-08-16,-0.24959035
Ecuador,ECU,2021-08-16,-0.13725783
Egypt,EGY,2021-08-16,-1.43611
El Salvador,SLV,2021-08-16,-0.3419521
Equatorial Guinea,GNQ,2021-08-16,0.33936286
Eritrea,ERI,2021-08-16,0.0705211
Estonia,EST,2021-08-16,-0.78010625
Ethiopia,ETH,2021-08-16,-0.28925833
Falkland Islands,FLK,2021-08-16,-1.4767871
Faroe Islands,FRO,2021-08-16,-0.8092116
Fiji,FJI,2021-08-16,-1.4021449
Finland,FIN,2021-08-16,-0.62000525
France,-99,2021-08-16,0.50730675
French Polynesia,PYF,2021-08-16,-0.3218976
French Southern and Antarctic Lands,ATF,2021-08-16,0.957406
Gabon,GAB,2021-08-16,0.6543443
Gambia,GMB,2021-08-16,-0.40211305
Georgia,GEO,2021-08-16,-0.35863248
Germany,DEU,2021-08-16,0.6904696
Ghana,GHA,2021-08-16,0.648012
Greece,GRC,2021-08-16,-0.9985724
Greenland,GRL,2021-08-16,-0.90594614
Guatemala,GTM,2021-08-16,-0.8664684
Guinea,GIN,2021-08-16,-0.08657261
Guinea-Bissau,GNB,2021-08-16,-0.5843113
Guyana,GUY,2021-08-16,1.1454945
Haiti,HTI,2021-08-16,1.9356439
Honduras,HND,2021-08-16,-0.5582215
Hungary,HUN,2021-08-16,-1.2937142
Iceland,ISL,2021-08-16,-1.7584797
India,IND,2021-08-16,-0.099662244
Indonesia,IDN,2021-08-16,0.59337246
Iran,IRN,2021-08-16,-1.8671699
Iraq,IRQ,2021-08-16,-1.933646
Ireland,IRL,2021-08-16,-1.0971742
Israel,ISR,2021-08-16,-0.9907945
Italy,ITA,2021-08-16,-1.0768297
Ivory Coast,CIV,2021-08-16,0.46961585
Jamaica,JAM,2021-08-16,1.448386
Japan,JPN,2021-08-16,0.122381076
Jordan,JOR,2021-08-16,-0.97194904
Kazakhstan,KAZ,2021-08-16,-1.492069
Kenya,KEN,2021-08-16,0.22764987
Kiribati,KIR,2021-08-16,
Kosovo,-99,2021-08-16,-1.5276266
Kuwait,KWT,2021-08-16,-1.9969014
Kyrgyzstan,KGZ,2021-08-16,-1.0490863
Laos,LAO,2021-08-16,-0.8773714
Latvia,LVA,2021-08-16,-0.74990493
Lebanon,LBN,2021-08-16,-0.70140594
Lesotho,LSO,2021-08-16,0.11231915
Liberia,LBR,2021-08-16,0.036441997
Libya,LBY,2021-08-16,-1.7670802
Lithuania,LTU,2021-08-16,-0.34525365
Luxembourg,LUX,2021-08-16,1.3182744
Madagascar,MDG,2021-08-16,-0.018426582
Malawi,MWI,2021-08-16,0.9410344
Malaysia,MYS,2021-08-16,1.0146152
Mali,MLI,2021-08-16,-0.3917562
Mauritania,MRT,2021-08-16,-0.5879502
Mauritius,MUS,2021-08-16,1.4206128
Mexico,MEX,2021-08-16,1.082691
Moldova,MDA,2021-08-16,0.82590145
Mongolia,MNG,2021-08-16,0.27176505
Montenegro,MNE,2021-08-16,-1.3622069
Morocco,MAR,2021-08-16,-1.2093157
Mozambique,MOZ,2021-08-16,0.423389
Myanmar,MMR,2021-08-16,-0.33470136
Namibia,NAM,2021-08-16,-0.22856519
Nepal,NPL,2021-08-16,0.22596352
Netherlands,NLD,2021-08-16,0.61459994
New Caledonia,NCL,2021-08-16,-1.9491035
New Zealand,NZL,2021-08-16,0.23366897
Nicaragua,NIC,2021-08-16,-0.39134455
Niger,NER,2021-08-16,-0.8800452
Nigeria,NGA,2021-08-16,-0.4525487
North Korea,PRK,2021-08-16,-0.70403737
North Macedonia,MKD,2021-08-16,-0.72324485
Northern Cyprus,-99,2021-08-16,-0.44275117
Norway,-99,2021-08-16,-0.51893586
Oman,OMN,2021-08-16,-1.4702724
Pakistan,PAK,2021-08-16,-0.9374779
Palestine,PSE,2021-08-16,-1.1561435
Panama,PAN,2021-08-16,0.3865441
Papua New Guinea,PNG,2021-08-16,0.104376234
Paraguay,PRY,2021-08-16,-1.3174775
Peru,PER,2021-08-16,-0.80277336
Philippines,PHL,2021-08-16,-0.039694097
Poland,POL,2021-08-16,0.11973312
Portugal,PRT,2021-08-16,-0.4188001
Puerto Rico,PRI,2021-08-16,0.24426556
Qatar,QAT,2021-08-16,-2.052283
Republic of Serbia,SRB,2021-08-16,-1.4384537
Republic of the Congo,COG,2021-08-16,1.1465838
Romania,ROU,2021-08-16,-0.3193829
Russia,RUS,2021-08-16,-0.714938
Rwanda,RWA,2021-08-16,-1.389976
Saint Vincent and the Grenadines,VCT,2021-08-16,0.003968312
Samoa,WSM,2021-08-16,0.6273627
Saudi Arabia,SAU,2021-08-16,-1.6017008
Senegal,SEN,2021-08-16,-0.29492268
Siachen Glacier,-99,2021-08-16,-0.14106043
Sierra Leone,SLE,2021-08-16,-0.11736176
Slovakia,SVK,2021-08-16,-0.50819916
Slovenia,SVN,2021-08-16,-1.2813672
Solomon Islands,SLB,2021-08-16,0.03823063
Somalia,SOM,2021-08-16,-0.44342542
Somaliland,-99,2021-08-16,-0.84248155
South Africa,ZAF,2021-08-16,-0.5562666
South Georgia and the Islands,SGS,2021-08-16,-0.7230368
South Korea,KOR,2021-08-16,-0.18126123
South Sudan,SSD,2021-08-16,-0.25123954
Spain,ESP,2021-08-16,-0.3644285
Sri Lanka,LKA,2021-08-16,0.9153308
Sudan,SDN,2021-08-16,-0.24306305
Suriname,SUR,2021-08-16,1.3883753
Sweden,SWE,2021-08-16,-0.4833026
Switzerland,CHE,2021-08-16,1.1731956
Syria,SYR,2021-08-16,-1.0580038
Taiwan,TWN,2021-08-16,0.08390442
Tajikistan,TJK,2021-08-16,-1.8198304
Thailand,THA,2021-08-16,-0.6795723
The Bahamas,BHS,2021-08-16,0.085998595
Togo,TGO,2021-08-16,0.47956493
Trinidad and Tobago,TTO,2021-08-16,1.1830254
Tunisia,TUN,2021-08-16,-1.7004303
Turkey,TUR,2021-08-16,0.13873275
Turkmenistan,TKM,2021-08-16,-2.4127212
Uganda,UGA,2021-08-16,-1.0613657
Ukraine,UKR,2021-08-16,0.17180313
United Arab Emirates,ARE,2021-08-16,-1.9423448
United Kingdom,GBR,2021-08-16,-0.7938084
United Republic of Tanzania,TZA,2021-08-16,-0.10861169
United States Virgin Islands,VIR,2021-08-16,0.06657226
United States of America,USA,2021-08-16,0.19074196
Uruguay,URY,2021-08-16,-0.34559157
Uzbekistan,UZB,2021-08-16,-2.1551378
Vanuatu,VUT,2021-08-16,-0.050360695
Venezuela,VEN,2021-08-16,-0.32865006
Vietnam,VNM,2021-08-16,-0.9412569
Western Sahara,ESH,2021-08-16,-0.8684468
Yemen,YEM,2021-08-16,-0.56677115
Zambia,ZMB,2021-08-16,-0.2688265
Zimbabwe,ZWE,2021-08-16,-0.073045895
eSwatini,SWZ,2021-08-16,0.06732907
Afghanistan,AFG,2021-09-16,-1.9692148
Aland,ALA,2021-09-16,-0.62855566
Albania,ALB,2021-09-16,-0.973695
Algeria,DZA,2021-09-16,-1.3255609
Angola,AGO,2021-09-16,-0.38090327
Antarctica,ATA,2021-09-16,
Argentina,ARG,2021-09-16,-1.415211
Armenia,ARM,2021-09-16,0.5549258
Australia,AUS,2021-09-16,-0.6336293
Austria,AUT,2021-09-16,0.49388063
Azerbaijan,AZE,2021-09-16,0.32411277
Bangladesh,BGD,2021-09-16,-0.21344624
Belarus,BLR,2021-09-16,0.5673903
Belgium,BEL,2021-09-16,0.25987574
Belize,BLZ,2021-09-16,-0.28908476
Benin,BEN,2021-09-16,0.4424157
Bhutan,BTN,2021-09-16,-0.94535446
Bolivia,BOL,2021-09-16,-1.2709688
Bosnia and Herzegovina,BIH,2021-09-16,-0.7359327
Botswana,BWA,2021-09-16,-0.87928474
Brazil,BRA,2021-09-16,-0.6222375
Brunei,BRN,2021-09-16,1.6831994
Bulgaria,BGR,2021-09-16,-1.2670727
Burkina Faso,BFA,2021-09-16,0.02330726
Burundi,BDI,2021-09-16,-0.34529024
Cabo Verde,CPV,2021-09-16,-0.0050382605
Cambodia,KHM,2021-09-16,0.51948667
Cameroon,CMR,2021-09-16,-0.2910278
Canada,CAN,2021-09-16,-0.40431178
Cayman Islands,CYM,2021-09-16,
Central African Republic,CAF,2021-09-16,0.7205233
Chad,TCD,2021-09-16,0.16086057
Chile,CHL,2021-09-16,-0.8517571
China,CHN,2021-09-16,-0.046223104
Colombia,COL,2021-09-16,0.23753005
Comoros,COM,2021-09-16,-1.6991553
Costa Rica,CRI,2021-09-16,0.9698251
Croatia,HRV,2021-09-16,-0.7425625
Cuba,CUB,2021-09-16,0.06392481
Cyprus,CYP,2021-09-16,-0.39577413
Czechia,CZE,2021-09-16,0.60304636
Democratic Republic of the Congo,COD,2021-09-16,0.10356191
Denmark,DNK,2021-09-16,-0.32267195
Djibouti,DJI,2021-09-16,-0.08697995
Dominican Republic,DOM,2021-09-16,0.3198536
East Timor,TLS,2021-09-16,-0.13425393
Ecuador,ECU,2021-09-16,-0.31825823
Egypt,EGY,2021-09-16,-1.5062854
El Salvador,SLV,2021-09-16,-0.3137075
Equatorial Guinea,GNQ,2021-09-16,-0.25202778
Eritrea,ERI,2021-09-16,0.34168357
Estonia,EST,2021-09-16,-0.48059097
Ethiopia,ETH,2021-09-16,0.041311428
Falkland Islands,FLK,2021-09-16,-1.9671657
Faroe Islands,FRO,2021-09-16,-0.25505862
Fiji,FJI,2021-09-16,-1.3892074
Finland,FIN,2021-09-16,-0.3902504
France,-99,2021-09-16,0.16055122
French Polynesia,PYF,2021-09-16,-0.8465383
French Southern and Antarctic Lands,ATF,2021-09-16,0.491452
Gabon,GAB,2021-09-16,-0.5963885
Gambia,GMB,2021-09-16,-0.5067209
Georgia,GEO,2021-09-16,1.0989418
Germany,DEU,2021-09-16,0.27838695
Ghana,GHA,2021-09-16,0.62355113
Greece,GRC,2021-09-16,-1.4251804
Greenland,GRL,2021-09-16,-0.68748546
Guatemala,GTM,2021-09-16,-0.6667225
Guinea,GIN,2021-09-16,-0.07817934
Guinea-Bissau,GNB,2021-09-16,-0.6678291
Guyana,GUY,2021-09-16,0.7818028
Haiti,HTI,2021-09-16,1.7961736
Honduras,HND,2021-09-16,-0.49878728
Hungary,HUN,2021-09-16,-0.49043
Iceland,ISL,2021-09-16,0.49593535
India,IND,2021-09-16,0.12975219
Indonesia,IDN,2021-09-16,0.97062063
Iran,IRN,2021-09-16,-1.5624008
Iraq,IRQ,2021-09-16,-1.5633659
Ireland,IRL,2021-09-16,-0.6147571
Israel,ISR,2021-09-16,-1.0991979
Italy,ITA,2021-09-16,-1.0206078
Ivory Coast,CIV,2021-09-16,0.31556016
Jamaica,JAM,2021-09-16,0.9609535
Japan,JPN,2021-09-16,0.28534892
Jordan,JOR,2021-09-16,-0.9907697
Kazakhstan,KAZ,2021-09-16,-1.288718
Kenya,KEN,2021-09-16,0.5807593
Kiribati,KIR,2021-09-16,
Kosovo,-99,2021-09-16,-1.2350535
Kuwait,KWT,2021-09-16,-1.80938
Kyrgyzstan,KGZ,2021-09-16,-1.0399321
Laos,LAO,2021-09-16,-1.0840348
Latvia,LVA,2021-09-16,-0.3601626
Lebanon,LBN,2021-09-16,-0.70290244
Lesotho,LSO,2021-09-16,0.05324599
Liberia,LBR,2021-09-16,-0.025932055
Libya,LBY,2021-09-16,-1.6795641
Lithuania,LTU,2021-09-16,0.26005957
Luxembourg,LUX,2021-09-16,0.30770758
Madagascar,MDG,2021-09-16,-0.2656528
Malawi,MWI,2021-09-16,-0.13655631
Malaysia,MYS,2021-09-16,1.1891978
Mali,MLI,2021-09-16,-0.56459683
Mauritania,MRT,2021-09-16,-0.45683149
Mauritius,MUS,2021-09-16,0.9063838
Mexico,MEX,2021-09-16,0.6455039
Moldova,MDA,2021-09-16,-0.18966112
Mongolia,MNG,2021-09-16,0.42992827
Montenegro,MNE,2021-09-16,-1.1462139
Morocco,MAR,2021-09-16,-1.2570711
Mozambique,MOZ,2021-09-16,-0.4940135
Myanmar,MMR,2021-09-16,-0.2905226
Namibia,NAM,2021-09-16,-0.33446226
Nepal,NPL,2021-09-16,-0.38638827
Netherlands,NLD,2021-09-16,-0.24072215
New Caledonia,NCL,2021-09-16,-1.5576617
New Zealand,NZL,2021-09-16,0.3730267
Nicaragua,NIC,2021-09-16,-0.20023958
Niger,NER,2021-09-16,-0.3796075
Nigeria,NGA,2021-09-16,-0.22778086
North Korea,PRK,2021-09-16,-0.93773407
North Macedonia,MKD,2021-09-16,-0.72602487
Northern Cyprus,-99,2021-09-16,-0.5106728
Norway,-99,2021-09-16,-0.4945605
Oman,OMN,2021-09-16,-1.3548976
Pakistan,PAK,2021-09-16,-0.6104115
Palestine,PSE,2021-09-16,-1.3869289
Panama,PAN,2021-09-16,0.8447832
Papua New Guinea,PNG,2021-09-16,0.034379926
Paraguay,PRY,2021-09-16,-1.9073364
Peru,PER,2021-09-16,-1.023947
Philippines,PHL,2021-09-16,0.13162376
Poland,POL,2021-09-16,0.614137
Portugal,PRT,2021-09-16,-0.1456641
Puerto Rico,PRI,2021-09-16,-0.99071175
Qatar,QAT,2021-09-16,-1.9517733
Republic of Serbia,SRB,2021-09-16,-1.0235934
Republic of the Congo,COG,2021-09-16,0.44979328
Romania,ROU,2021-09-16,-0.5582768
Russia,RUS,2021-09-16,-0.36920887
Rwanda,RWA,2021-09-16,0.047926247
Saint Vincent and the Grenadines,VCT,2021-09-16,-0.68660927
Samoa,WSM,2021-09-16,-0.39158523
Saudi Arabia,SAU,2021-09-16,-1.6135257
Senegal,SEN,2021-09-16,-0.3577712
Siachen Glacier,-99,2021-09-16,-0.5252896
Sierra Leone,SLE,2021-09-16,-0.1642208
Slovakia,SVK,2021-09-16,0.36019826
Slovenia,SVN,2021-09-16,-0.88536185
Solomon Islands,SLB,2021-09-16,0.036092382
Somalia,SOM,2021-09-16,-0.48367408
Somaliland,-99,2021-09-16,-0.656999
South Africa,ZAF,2021-09-16,-0.8331669
South Georgia and the Islands,SGS,2021-09-16,-2.5605283
South Korea,KOR,2021-09-16,0.2617268
South Sudan,SSD,2021-09-16,-0.12095409
Spain,ESP,2021-09-16,-0.17431223
Sri Lanka,LKA,2021-09-16,0.7827866
Sudan,SDN,2021-09-16,-0.12948056
Suriname,SUR,2021-09-16,1.6643071
Sweden,SWE,2021-09-16,-0.4119009
Switzerland,CHE,2021-09-16,0.3954379
Syria,SYR,2021-09-16,-0.554208
Taiwan,TWN,2021-09-16,0.295105
Tajikistan,TJK,2021-09-16,-1.7390966
Thailand,THA,2021-09-16,-0.17616141
The Bahamas,BHS,2021-09-16,0.73993784
Togo,TGO,2021-09-16,0.6631773
Trinidad and Tobago,TTO,2021-09-16,1.0244869
Tunisia,TUN,2021-09-16,-2.01622
Turkey,TUR,2021-09-16,0.44388992
Turkmenistan,TKM,2021-09-16,-2.3741298
Uganda,UGA,2021-09-16,0.34700435
Ukraine,UKR,2021-09-16,-0.13475145
United Arab Emirates,ARE,2021-09-16,-1.8480407
United Kingdom,GBR,2021-09-16,-0.51419926
United Republic of Tanzania,TZA,2021-09-16,-0.052471448
United States Virgin Islands,VIR,2021-09-16,-1.0343069
United States of America,USA,2021-09-16,0.22014728
Uruguay,URY,2021-09-16,-0.18190567
Uzbekistan,UZB,2021-09-16,-2.0678995
Vanuatu,VUT,2021-09-16,-0.0020685436
Venezuela,VEN,2021-09-16,-0.15769066
Vietnam,VNM,2021-09-16,-0.6251256
Western Sahara,ESH,2021-09-16,-0.5128169
Yemen,YEM,2021-09-16,-0.68025506
Zambia,ZMB,2021-09-16,-0.3359397
Zimbabwe,ZWE,2021-09-16,-0.30081448
eSwatini,SWZ,2021-09-16,-1.2459671
Afghanistan,AFG,2021-10-16,-1.7567651
Aland,ALA,2021-10-16,0.44105214
Albania,ALB,2021-10-16,0.112939894
Algeria,DZA,2021-10-16,-1.5907046
Angola,AGO,2021-10-16,0.09391864
Antarctica,ATA,2021-10-16,
Argentina,ARG,2021-10-16,-1.4447145
Armenia,ARM,2021-10-16,0.47873908
Australia,AUS,2021-10-16,-0.4652735
Austria,AUT,2021-10-16,-0.63694185
Azerbaijan,AZE,2021-10-16,0.72965986
Bangladesh,BGD,2021-10-16,0.19851494
Belarus,BLR,2021-10-16,0.69742936
Belgium,BEL,2021-10-16,-0.33823705
Belize,BLZ,2021-10-16,0.5035186
Benin,BEN,2021-10-16,0.34926087
Bhutan,BTN,2021-10-16,0.010700895
Bolivia,BOL,2021-10-16,-1.0675347
Bosnia and Herzegovina,BIH,2021-10-16,-0.42220458
Botswana,BWA,2021-10-16,-0.37534204
Brazil,BRA,2021-10-16,-0.20281231
Brunei,BRN,2021-10-16,1.598202
Bulgaria,BGR,2021-10-16,-0.13748045
Burkina Faso,BFA,2021-10-16,-0.19640662
Burundi,BDI,2021-10-16,-1.0109915
Cabo Verde,CPV,2021-10-16,-0.059454296
Cambodia,KHM,2021-10-16,1.419191
Cameroon,CMR,2021-10-16,0.3348757
Canada,CAN,2021-10-16,-0.25482732
Cayman Islands,CYM,2021-10-16,
Central African Republic,CAF,2021-10-16,0.58777606
Chad,TCD,2021-10-16,0.25811377
Chile,CHL,2021-10-16,-0.74708724
China,CHN,2021-10-16,0.1975288
Colombia,COL,2021-10-16,0.45877197
Comoros,COM,2021-10-16,-1.7096012
Costa Rica,CRI,2021-10-16,0.97267723
Croatia,HRV,2021-10-16,-0.6423912
Cuba,CUB,2021-10-16,-0.8191811
Cyprus,CYP,2021-10-16,-0.33799487
Czechia,CZE,2021-10-16,-0.24725808
Democratic Republic of the Congo,COD,2021-10-16,-0.07401335
Denmark,DNK,2021-10-16,0.03919558
Djibouti,DJI,2021-10-16,-0.5512373
Dominican Republic,DOM,2021-10-16,-0.0301902
East Timor,TLS,2021-10-16,-0.30187857
Ecuador,ECU,2021-10-16,0.49015278
Egypt,EGY,2021-10-16,-1.1846031
El Salvador,SLV,2021-10-16,-0.3019092
Equatorial Guinea,GNQ,2021-10-16,-0.2764691
Eritrea,ERI,2021-10-16,0.13419463
Estonia,EST,2021-10-16,0.55473834
Ethiopia,ETH,2021-10-16,0.37718785
Falkland Islands,FLK,2021-10-16,-2.0191388
Faroe Islands,FRO,2021-10-16,0.10490948
Fiji,FJI,2021-10-16,-1.3583477
Finland,FIN,2021-10-16,1.0944157
France,-99,2021-10-16,-0.5108414
French Polynesia,PYF,2021-10-16,-0.435741
French Southern and Antarctic Lands,ATF,2021-10-16,0.84634274
Gabon,GAB,2021-10-16,-1.2941655
Gambia,GMB,2021-10-16,0.15493853
Georgia,GEO,2021-10-16,0.99766785
Germany,DEU,2021-10-16,-0.26465252
Ghana,GHA,2021-10-16,0.38168964
Greece,GRC,2021-10-16,0.42646575
Greenland,GRL,2021-10-16,-0.31875235
Guatemala,GTM,2021-10-16,-0.35447618
Guinea,GIN,2021-10-16,0.4202218
Guinea-Bissau,GNB,2021-10-16,0.18843313
Guyana,GUY,2021-10-16,0.8827239
Haiti,HTI,2021-10-16,1.4204867
Honduras,HND,2021-10-16,-0.04978398
Hungary,HUN,2021-10-16,-0.61050117
Iceland,ISL,2021-10-16,1.7629741
India,IND,2021-10-16,0.28628182
Indonesia,IDN,2021-10-16,1.063496
Iran,IRN,2021-10-16,-1.5794591
Iraq,IRQ,2021-10-16,-1.2919582
Ireland,IRL,2021-10-16,0.40957975
Israel,ISR,2021-10-16,-0.6577515
Italy,ITA,2021-10-16,-1.1019244
Ivory Coast,CIV,2021-10-16,0.071331054
Jamaica,JAM,2021-10-16,-0.11185525
Japan,JPN,2021-10-16,0.50552624
Jordan,JOR,2021-10-16,-0.479725
Kazakhstan,KAZ,2021-10-16,-1.0121737
Kenya,KEN,2021-10-16,0.92867154
Kiribati,KIR,2021-10-16,
Kosovo,-99,2021-10-16,0.07235816
Kuwait,KWT,2021-10-16,-1.5727998
