country,date,spei
Slovenia,2019-04-16,-0.68840265
Solomon Islands,2019-04-16,-0.00087223406
Somalia,2019-04-16,-0.4720305
Somaliland,2019-04-16,-0.1918253
South Africa,2019-04-16,-0.50793475
South Georgia and the Islands,2019-04-16,-0.5185107
South Korea,2019-04-16,-0.8908161
South Sudan,2019-04-16,-0.4228242
Spain,2019-04-16,-1.3364875
Sri Lanka,2019-04-16,-0.3300726
Sudan,2019-04-16,-0.58497494
Suriname,2019-04-16,-1.4166504
Sweden,2019-04-16,0.20240115
Switzerland,2019-04-16,-0.98995477
Syria,2019-04-16,1.3470592
Taiwan,2019-04-16,0.21977392
Tajikistan,2019-04-16,0.6396139
Thailand,2019-04-16,-1.3380516
The Bahamas,2019-04-16,-0.067853875
Togo,2019-04-16,-0.1374068
Trinidad and Tobago,2019-04-16,-0.2565789
Tunisia,2019-04-16,0.34563363
Turkey,2019-04-16,0.1369722
Turkmenistan,2019-04-16,1.4648619
Uganda,2019-04-16,0.11748196
Ukraine,2019-04-16,-1.6852638
United Arab Emirates,2019-04-16,0.7970002
United Kingdom,2019-04-16,-0.18901628
United Republic of Tanzania,2019-04-16,-0.010629939
United States Virgin Islands,2019-04-16,-0.5176307
United States of America,2019-04-16,0.8239999
Uruguay,2019-04-16,-0.65546745
Uzbekistan,2019-04-16,0.4508373
Vanuatu,2019-04-16,0.027518546
Venezuela,2019-04-16,-0.46414462
Vietnam,2019-04-16,-0.1376876
Western Sahara,2019-04-16,-0.78524417
Yemen,2019-04-16,-0.41787204
Zambia,2019-04-16,0.13193083
Zimbabwe,2019-04-16,0.10388845
eSwatini,2019-04-16,0.3892866
Afghanistan,2019-05-16,0.903288
Aland,2019-05-16,-0.4103405
Albania,2019-05-16,0.2931752
Algeria,2019-05-16,-0.7388746
Angola,2019-05-16,0.11706918
Antarctica,2019-05-16,
Argentina,2019-05-16,0.3334605
Armenia,2019-05-16,-0.09610747
Australia,2019-05-16,-0.46610346
Austria,2019-05-16,0.90199846
Azerbaijan,2019-05-16,-0.28148362
Bangladesh,2019-05-16,0.014514138
Belarus,2019-05-16,-1.1599407
Belgium,2019-05-16,-0.26380697
Belize,2019-05-16,-0.41169262
Benin,2019-05-16,-0.13514158
Bhutan,2019-05-16,0.12342659
Bolivia,2019-05-16,-0.52495617
Bosnia and Herzegovina,2019-05-16,1.1022447
Botswana,2019-05-16,-0.3920546
Brazil,2019-05-16,0.15938053
Brunei,2019-05-16,-1.564087
Bulgaria,2019-05-16,-0.5681485
Burkina Faso,2019-05-16,-0.08536396
Burundi,2019-05-16,-2.0309825
Cabo Verde,2019-05-16,0.37930438
Cambodia,2019-05-16,-0.40130287
Cameroon,2019-05-16,-0.17429166
Canada,2019-05-16,-0.48840302
Cayman Islands,2019-05-16,
Central African Republic,2019-05-16,-0.36218402
Chad,2019-05-16,-0.52468026
Chile,2019-05-16,-0.046162177
China,2019-05-16,-0.56686944
Colombia,2019-05-16,0.008682205
Comoros,2019-05-16,1.141891
Costa Rica,2019-05-16,1.1053927
Croatia,2019-05-16,1.0259206
Cuba,2019-05-16,0.048941858
Cyprus,2019-05-16,0.5078801
Czechia,2019-05-16,0.033066522
Democratic Republic of the Congo,2019-05-16,-0.079665415
Denmark,2019-05-16,0.36469004
Djibouti,2019-05-16,0.021846816
Dominican Republic,2019-05-16,-0.04776545
East Timor,2019-05-16,-1.6370245
Ecuador,2019-05-16,0.8247212
Egypt,2019-05-16,-0.2759986
El Salvador,2019-05-16,-0.39183918
Equatorial Guinea,2019-05-16,0.4393447
Eritrea,2019-05-16,-0.5958621
Estonia,2019-05-16,-0.29241166
Ethiopia,2019-05-16,0.23437102
Falkland Islands,2019-05-16,-0.08043559
Faroe Islands,2019-05-16,-0.33720964
Fiji,2019-05-16,0.39881226
Finland,2019-05-16,0.6636586
France,2019-05-16,-0.7492424
French Polynesia,2019-05-16,-0.25401178
French Southern and Antarctic Lands,2019-05-16,1.1110919
Gabon,2019-05-16,0.19161645
Gambia,2019-05-16,0.07632227
Georgia,2019-05-16,-0.46212167
Germany,2019-05-16,-0.31831524
Ghana,2019-05-16,-0.05858512
Greece,2019-05-16,-0.49155608
Greenland,2019-05-16,-0.052129295
Guatemala,2019-05-16,0.108636096
Guinea,2019-05-16,0.2472579
Guinea-Bissau,2019-05-16,0.1307684
Guyana,2019-05-16,-0.84803164
Haiti,2019-05-16,0.82162696
Honduras,2019-05-16,-0.6077969
Hungary,2019-05-16,0.3265254
Iceland,2019-05-16,-0.21888337
India,2019-05-16,-0.49171236
Indonesia,2019-05-16,-0.4620285
Iran,2019-05-16,1.2445346
Iraq,2019-05-16,0.6074119
Ireland,2019-05-16,0.7560346
Israel,2019-05-16,0.16165261
Italy,2019-05-16,0.25855318
Ivory Coast,2019-05-16,-0.18613172
Jamaica,2019-05-16,0.5241133
Japan,2019-05-16,-1.6127573
Jordan,2019-05-16,-0.04902092
Kazakhstan,2019-05-16,-0.8097599
Kenya,2019-05-16,0.41762906
Kiribati,2019-05-16,
Kosovo,2019-05-16,0.27829167
Kuwait,2019-05-16,0.19276887
Kyrgyzstan,2019-05-16,-0.12165744
Laos,2019-05-16,-1.1484251
Latvia,2019-05-16,-0.9725931
Lebanon,2019-05-16,0.6797156
Lesotho,2019-05-16,0.6045332
Liberia,2019-05-16,-0.102466784
Libya,2019-05-16,0.06674164
Lithuania,2019-05-16,-1.3005577
Luxembourg,2019-05-16,0.044913866
Madagascar,2019-05-16,0.5912939
Malawi,2019-05-16,1.086643
Malaysia,2019-05-16,-1.2126362
Mali,2019-05-16,0.09427881
Mauritania,2019-05-16,-0.23810276
Mauritius,2019-05-16,-1.3682191
Mexico,2019-05-16,-0.42226505
Moldova,2019-05-16,-0.80704314
Mongolia,2019-05-16,-1.4892505
Montenegro,2019-05-16,0.8423229
Morocco,2019-05-16,-1.1905854
Mozambique,2019-05-16,0.75695604
Myanmar,2019-05-16,-1.3397493
Namibia,2019-05-16,-0.22526267
Nepal,2019-05-16,0.102908775
Netherlands,2019-05-16,-0.1951815
New Caledonia,2019-05-16,-0.91608053
New Zealand,2019-05-16,1.1480132
Nicaragua,2019-05-16,0.13642173
Niger,2019-05-16,0.014046897
Nigeria,2019-05-16,-0.56340796
North Korea,2019-05-16,-1.9584236
North Macedonia,2019-05-16,-0.3803009
Northern Cyprus,2019-05-16,0.33203444
Norway,2019-05-16,0.26482847
Oman,2019-05-16,-0.7314788
Pakistan,2019-05-16,1.0781782
Palestine,2019-05-16,0.34240565
Panama,2019-05-16,0.44706646
Papua New Guinea,2019-05-16,0.2672351
Paraguay,2019-05-16,1.8607128
Peru,2019-05-16,0.062347464
Philippines,2019-05-16,-0.40083662
Poland,2019-05-16,-0.4377371
Portugal,2019-05-16,-1.5803558
Puerto Rico,2019-05-16,-0.7594187
Qatar,2019-05-16,1.906535
Republic of Serbia,2019-05-16,0.69439095
Republic of the Congo,2019-05-16,-0.24376935
Romania,2019-05-16,0.40285033
Russia,2019-05-16,-0.37251395
Rwanda,2019-05-16,-1.9160877
Saint Vincent and the Grenadines,2019-05-16,-1.1594462
Samoa,2019-05-16,0.36671746
Saudi Arabia,2019-05-16,0.058919206
Senegal,2019-05-16,0.1845994
Siachen Glacier,2019-05-16,-0.11075283
Sierra Leone,2019-05-16,0.01341145
Slovakia,2019-05-16,0.31643778
Slovenia,2019-05-16,1.1385081
Solomon Islands,2019-05-16,0.002725708
Somalia,2019-05-16,-0.22252019
Somaliland,2019-05-16,0.10075481
South Africa,2019-05-16,-0.7009334
South Georgia and the Islands,2019-05-16,0.16891283
South Korea,2019-05-16,-1.6717342
South Sudan,2019-05-16,-0.3171265
Spain,2019-05-16,-1.3862104
Sri Lanka,2019-05-16,-1.8628701
Sudan,2019-05-16,-0.64442337
Suriname,2019-05-16,-0.8761246
Sweden,2019-05-16,0.4437344
Switzerland,2019-05-16,0.27148885
Syria,2019-05-16,0.7625949
Taiwan,2019-05-16,0.35725367
Tajikistan,2019-05-16,0.5784267
Thailand,2019-05-16,-1.2075586
The Bahamas,2019-05-16,0.22412151
Togo,2019-05-16,-0.11589249
Trinidad and Tobago,2019-05-16,-0.977528
Tunisia,2019-05-16,0.5676849
Turkey,2019-05-16,-0.24139829
Turkmenistan,2019-05-16,0.8384344
Uganda,2019-05-16,0.12767446
Ukraine,2019-05-16,-0.294584
United Arab Emirates,2019-05-16,0.58089715
United Kingdom,2019-05-16,0.09297968
United Republic of Tanzania,2019-05-16,0.52580297
United States Virgin Islands,2019-05-16,-1.0579804
United States of America,2019-05-16,0.7364165
Uruguay,2019-05-16,0.09775699
Uzbekistan,2019-05-16,-0.026223928
Vanuatu,2019-05-16,0.008577898
Venezuela,2019-05-16,-0.33753383
Vietnam,2019-05-16,-0.36875987
Western Sahara,2019-05-16,-1.2230504
Yemen,2019-05-16,-0.21132177
Zambia,2019-05-16,0.1700552
Zimbabwe,2019-05-16,0.22818093
eSwatini,2019-05-16,-0.2999305
Afghanistan,2019-06-16,0.76488924
Aland,2019-06-16,-1.5549352
Albania,2019-06-16,1.1068038
Algeria,2019-06-16,-1.1169595
Angola,2019-06-16,0.13126524
Antarctica,2019-06-16,
Argentina,2019-06-16,0.23479155
Armenia,2019-06-16,-1.1948647
Australia,2019-06-16,-0.42287087
Austria,2019-06-16,-0.13673091
Azerbaijan,2019-06-16,-1.2500118
Bangladesh,2019-06-16,-1.3119745
Belarus,2019-06-16,-1.7484145
Belgium,2019-06-16,-1.0032673
Belize,2019-06-16,-0.61440927
Benin,2019-06-16,-0.036636703
Bhutan,2019-06-16,-1.1361831
Bolivia,2019-06-16,-1.0440158
Bosnia and Herzegovina,2019-06-16,1.3138211
Botswana,2019-06-16,-0.27854574
Brazil,2019-06-16,0.02880949
Brunei,2019-06-16,-0.2670861
Bulgaria,2019-06-16,0.071790695
Burkina Faso,2019-06-16,-0.27052373
Burundi,2019-06-16,-1.1911416
Cabo Verde,2019-06-16,0.27106884
Cambodia,2019-06-16,-0.5119546
Cameroon,2019-06-16,-0.021880712
Canada,2019-06-16,-0.14576906
Cayman Islands,2019-06-16,
Central African Republic,2019-06-16,-0.06345743
Chad,2019-06-16,-0.38518634
Chile,2019-06-16,-0.25469208
China,2019-06-16,-0.15891193
Colombia,2019-06-16,-0.22693048
Comoros,2019-06-16,1.5814356
Costa Rica,2019-06-16,1.3124231
Croatia,2019-06-16,1.0544027
Cuba,2019-06-16,-0.5933052
Cyprus,2019-06-16,0.08166964
Czechia,2019-06-16,-0.9014536
Democratic Republic of the Congo,2019-06-16,0.08112283
Denmark,2019-06-16,-1.0493944
Djibouti,2019-06-16,0.38610324
Dominican Republic,2019-06-16,-0.8937149
East Timor,2019-06-16,-0.9053225
Ecuador,2019-06-16,0.35615185
Egypt,2019-06-16,-1.0481324
El Salvador,2019-06-16,-1.0455357
Equatorial Guinea,2019-06-16,0.07715373
Eritrea,2019-06-16,-0.09468653
Estonia,2019-06-16,-1.6724081
Ethiopia,2019-06-16,0.79414976
Falkland Islands,2019-06-16,-0.39400333
Faroe Islands,2019-06-16,-0.6979969
Fiji,2019-06-16,0.63168865
Finland,2019-06-16,-0.24113548
France,2019-06-16,-0.6189857
French Polynesia,2019-06-16,-0.4380031
French Southern and Antarctic Lands,2019-06-16,0.64569527
Gabon,2019-06-16,0.049459815
Gambia,2019-06-16,-0.059370585
Georgia,2019-06-16,-1.1797348
Germany,2019-06-16,-1.2689617
Ghana,2019-06-16,-0.09451566
Greece,2019-06-16,0.66179925
Greenland,2019-06-16,-0.6358847
Guatemala,2019-06-16,-0.2078168
Guinea,2019-06-16,-0.09168282
Guinea-Bissau,2019-06-16,-0.104052134
Guyana,2019-06-16,-0.19934326
Haiti,2019-06-16,0.07488067
Honduras,2019-06-16,-1.2305506
Hungary,2019-06-16,0.15729316
Iceland,2019-06-16,-1.3856928
India,2019-06-16,-0.63216007
Indonesia,2019-06-16,0.056081302
Iran,2019-06-16,0.5272683
Iraq,2019-06-16,-0.56034553
Ireland,2019-06-16,0.16460636
Israel,2019-06-16,-0.324713
Italy,2019-06-16,0.088321775
Ivory Coast,2019-06-16,-0.14024815
Jamaica,2019-06-16,-0.10883959
Japan,2019-06-16,-1.1642962
Jordan,2019-06-16,-0.6256859
Kazakhstan,2019-06-16,-0.46202093
Kenya,2019-06-16,0.16704449
Kiribati,2019-06-16,
Kosovo,2019-06-16,1.2300084
Kuwait,2019-06-16,-0.84509563
Kyrgyzstan,2019-06-16,0.31188133
Laos,2019-06-16,-1.250576
Latvia,2019-06-16,-1.9934272
Lebanon,2019-06-16,-0.23012392
Lesotho,2019-06-16,1.2084283
Liberia,2019-06-16,-0.02910684
Libya,2019-06-16,-0.5725206
Lithuania,2019-06-16,-2.1405485
Luxembourg,2019-06-16,-0.9776482
Madagascar,2019-06-16,0.11652515
Malawi,2019-06-16,0.0837366
Malaysia,2019-06-16,0.09626964
Mali,2019-06-16,-0.0425264
Mauritania,2019-06-16,-0.29705167
Mauritius,2019-06-16,0.44724163
Mexico,2019-06-16,-0.56580347
Moldova,2019-06-16,-0.53651345
Mongolia,2019-06-16,-0.97591203
Montenegro,2019-06-16,1.6588049
Morocco,2019-06-16,-1.0405376
Mozambique,2019-06-16,0.49816802
Myanmar,2019-06-16,-1.5305035
Namibia,2019-06-16,-0.33326244
Nepal,2019-06-16,-0.2620171
Netherlands,2019-06-16,-1.0329374
New Caledonia,2019-06-16,-0.45607188
New Zealand,2019-06-16,0.55752933
Nicaragua,2019-06-16,-0.58576757
Niger,2019-06-16,0.122744545
Nigeria,2019-06-16,0.0023136025
North Korea,2019-06-16,-1.3229753
North Macedonia,2019-06-16,0.57586634
Northern Cyprus,2019-06-16,0.19261014
Norway,2019-06-16,-0.065700606
Oman,2019-06-16,-1.0702326
Pakistan,2019-06-16,0.36231604
Palestine,2019-06-16,-0.297315
Panama,2019-06-16,0.5874404
Papua New Guinea,2019-06-16,0.12391931
Paraguay,2019-06-16,0.6533834
Peru,2019-06-16,0.21708563
Philippines,2019-06-16,-0.38492748
Poland,2019-06-16,-1.3363631
Portugal,2019-06-16,-1.1324677
Puerto Rico,2019-06-16,-0.9082033
Qatar,2019-06-16,-0.32159084
Republic of Serbia,2019-06-16,1.2312655
Republic of the Congo,2019-06-16,0.03076581
Romania,2019-06-16,0.32577482
Russia,2019-06-16,-0.6649747
Rwanda,2019-06-16,-0.8037655
Saint Vincent and the Grenadines,2019-06-16,-1.2940999
Samoa,2019-06-16,0.19035242
Saudi Arabia,2019-06-16,-0.6206828
Senegal,2019-06-16,-0.05447709
Siachen Glacier,2019-06-16,1.1733614
Sierra Leone,2019-06-16,-0.06226546
Slovakia,2019-06-16,-0.38181138
Slovenia,2019-06-16,0.78152746
Solomon Islands,2019-06-16,0.034936644
Somalia,2019-06-16,-0.22900757
Somaliland,2019-06-16,0.21115325
South Africa,2019-06-16,-0.58506596
South Georgia and the Islands,2019-06-16,0.08366314
South Korea,2019-06-16,-1.0161312
South Sudan,2019-06-16,0.019169655
Spain,2019-06-16,-1.246883
Sri Lanka,2019-06-16,-1.5001987
Sudan,2019-06-16,-0.3373035
Suriname,2019-06-16,-0.47580895
Sweden,2019-06-16,-0.058385216
Switzerland,2019-06-16,-0.3244454
Syria,2019-06-16,-0.0906269
Taiwan,2019-06-16,0.10148464
Tajikistan,2019-06-16,1.4141177
Thailand,2019-06-16,-1.1418093
The Bahamas,2019-06-16,0.2037638
Togo,2019-06-16,-0.07873485
Trinidad and Tobago,2019-06-16,-1.1838872
Tunisia,2019-06-16,-0.7233723
Turkey,2019-06-16,0.3430403
Turkmenistan,2019-06-16,0.6073138
Uganda,2019-06-16,0.17707996
Ukraine,2019-06-16,-0.6352065
United Arab Emirates,2019-06-16,-0.4462964
United Kingdom,2019-06-16,0.3720433
United Republic of Tanzania,2019-06-16,0.6910505
United States Virgin Islands,2019-06-16,-1.2023846
United States of America,2019-06-16,0.43751407
Uruguay,2019-06-16,0.7364236
Uzbekistan,2019-06-16,0.045052223
Vanuatu,2019-06-16,0.07585614
Venezuela,2019-06-16,-0.01752383
Vietnam,2019-06-16,-0.83882326
Western Sahara,2019-06-16,-1.1291717
Yemen,2019-06-16,-0.41417015
Zambia,2019-06-16,0.3324576
Zimbabwe,2019-06-16,0.0013963272
eSwatini,2019-06-16,-1.1406715
Afghanistan,2019-07-16,-0.41057253
Aland,2019-07-16,-0.5380595
Albania,2019-07-16,1.2491119
Algeria,2019-07-16,-1.083365
Angola,2019-07-16,-0.08654367
Antarctica,2019-07-16,
Argentina,2019-07-16,0.20455673
Armenia,2019-07-16,-1.6945583
Australia,2019-07-16,-0.6803636
Austria,2019-07-16,-0.0014595649
Azerbaijan,2019-07-16,-1.8059797
Bangladesh,2019-07-16,-1.1324
Belarus,2019-07-16,-0.37246016
Belgium,2019-07-16,-1.029892
Belize,2019-07-16,-1.9729513
Benin,2019-07-16,0.27493635
Bhutan,2019-07-16,-0.37605545
Bolivia,2019-07-16,-0.68260556
Bosnia and Herzegovina,2019-07-16,1.6100751
Botswana,2019-07-16,-1.8765881
Brazil,2019-07-16,-0.2301173
Brunei,2019-07-16,-0.35838154
Bulgaria,2019-07-16,-0.2465117
Burkina Faso,2019-07-16,-0.07744583
Burundi,2019-07-16,0.14867663
Cabo Verde,2019-07-16,1.8378015
Cambodia,2019-07-16,-0.6328827
Cameroon,2019-07-16,0.12240683
Canada,2019-07-16,-0.09660549
Cayman Islands,2019-07-16,
Central African Republic,2019-07-16,0.17073834
Chad,2019-07-16,-0.13493146
Chile,2019-07-16,-0.32518724
China,2019-07-16,0.10194406
Colombia,2019-07-16,-0.53189266
Comoros,2019-07-16,-0.083649404
Costa Rica,2019-07-16,1.149291
Croatia,2019-07-16,1.1057045
Cuba,2019-07-16,-0.47022164
Cyprus,2019-07-16,-0.43816876
Czechia,2019-07-16,-0.82201684
Democratic Republic of the Congo,2019-07-16,0.15211312
Denmark,2019-07-16,-0.33067706
Djibouti,2019-07-16,0.14093716
Dominican Republic,2019-07-16,-0.8417629
East Timor,2019-07-16,-0.3325157
Ecuador,2019-07-16,0.70776635
Egypt,2019-07-16,-1.734059
El Salvador,2019-07-16,-1.115834
Equatorial Guinea,2019-07-16,-0.05889735
Eritrea,2019-07-16,-0.11250553
Estonia,2019-07-16,-0.42681828
Ethiopia,2019-07-16,0.41315892
Falkland Islands,2019-07-16,-0.6440854
Faroe Islands,2019-07-16,-0.18539295
Fiji,2019-07-16,-0.983181
Finland,2019-07-16,0.09409899
France,2019-07-16,-1.0498464
French Polynesia,2019-07-16,-0.8060001
French Southern and Antarctic Lands,2019-07-16,1.1376005
Gabon,2019-07-16,0.10966009
Gambia,2019-07-16,-1.3741615
Georgia,2019-07-16,-1.2580613
Germany,2019-07-16,-1.0875647
Ghana,2019-07-16,0.63787603
Greece,2019-07-16,0.18162338
Greenland,2019-07-16,-0.90835357
Guatemala,2019-07-16,-1.1697677
Guinea,2019-07-16,-0.35262394
Guinea-Bissau,2019-07-16,-0.99485373
Guyana,2019-07-16,0.7638961
Haiti,2019-07-16,0.75362766
Honduras,2019-07-16,-1.4237337
Hungary,2019-07-16,0.16903655
Iceland,2019-07-16,-0.54708165
India,2019-07-16,-0.15839352
Indonesia,2019-07-16,-0.1386789
Iran,2019-07-16,-0.6740706
Iraq,2019-07-16,-1.7863237
Ireland,2019-07-16,-0.57275206
Israel,2019-07-16,-1.1380317
Italy,2019-07-16,0.33893692
Ivory Coast,2019-07-16,0.389785
Jamaica,2019-07-16,-0.4772011
Japan,2019-07-16,-0.5334673
Jordan,2019-07-16,-1.3607427
Kazakhstan,2019-07-16,-1.1260092
Kenya,2019-07-16,0.2606779
Kiribati,2019-07-16,
Kosovo,2019-07-16,1.4353589
Kuwait,2019-07-16,-1.7504654
Kyrgyzstan,2019-07-16,-0.87383854
Laos,2019-07-16,-1.288466
Latvia,2019-07-16,-0.6621955
Lebanon,2019-07-16,-1.1147158
Lesotho,2019-07-16,-1.0010269
Liberia,2019-07-16,-0.010272232
Libya,2019-07-16,-1.1304992
Lithuania,2019-07-16,-0.89597243
Luxembourg,2019-07-16,-1.3113983
Madagascar,2019-07-16,-0.49633336
Malawi,2019-07-16,-0.4643289
Malaysia,2019-07-16,0.076783486
Mali,2019-07-16,-0.33565044
Mauritania,2019-07-16,-0.7388101
Mauritius,2019-07-16,-0.6840867
Mexico,2019-07-16,-0.85764277
Moldova,2019-07-16,-0.6703641
Mongolia,2019-07-16,-0.45710772
Montenegro,2019-07-16,2.1100035
Morocco,2019-07-16,-1.0716492
Mozambique,2019-07-16,-0.60310113
Myanmar,2019-07-16,-1.5620617
Namibia,2019-07-16,-0.7144937
Nepal,2019-07-16,0.06430791
Netherlands,2019-07-16,-0.9966446
New Caledonia,2019-07-16,-1.3495569
New Zealand,2019-07-16,0.8143849
Nicaragua,2019-07-16,-0.856058
Niger,2019-07-16,-0.007119238
Nigeria,2019-07-16,0.24182262
North Korea,2019-07-16,-1.26272
North Macedonia,2019-07-16,0.6606696
Northern Cyprus,2019-07-16,-0.33533475
Norway,2019-07-16,0.13659176
Oman,2019-07-16,-1.4278634
Pakistan,2019-07-16,0.1323682
Palestine,2019-07-16,-1.1668744
Panama,2019-07-16,0.5506644
Papua New Guinea,2019-07-16,0.2048516
Paraguay,2019-07-16,0.47171962
Peru,2019-07-16,0.33288506
Philippines,2019-07-16,-0.15020183
Poland,2019-07-16,-0.91870826
Portugal,2019-07-16,-1.5940225
Puerto Rico,2019-07-16,-0.38707235
Qatar,2019-07-16,-1.853872
Republic of Serbia,2019-07-16,1.1738673
Republic of the Congo,2019-07-16,0.406061
Romania,2019-07-16,-0.055463236
Russia,2019-07-16,-0.37478477
Rwanda,2019-07-16,0.49194235
Saint Vincent and the Grenadines,2019-07-16,-1.327984
Samoa,2019-07-16,1.5882692
Saudi Arabia,2019-07-16,-1.1120704
Senegal,2019-07-16,-1.304878
Siachen Glacier,2019-07-16,1.1892606
Sierra Leone,2019-07-16,-0.79074216
Slovakia,2019-07-16,-0.28021514
Slovenia,2019-07-16,0.58752507
Solomon Islands,2019-07-16,0.055094816
Somalia,2019-07-16,-0.08200464
Somaliland,2019-07-16,-0.14464152
South Africa,2019-07-16,-1.6834229
South Georgia and the Islands,2019-07-16,0.37889126
South Korea,2019-07-16,-0.710145
South Sudan,2019-07-16,0.18751374
Spain,2019-07-16,-1.7178311
Sri Lanka,2019-07-16,-1.3266382
Sudan,2019-07-16,-0.6786829
Suriname,2019-07-16,-0.20578752
Sweden,2019-07-16,0.0041821944
Switzerland,2019-07-16,-0.4831326
Syria,2019-07-16,-1.4762968
Taiwan,2019-07-16,0.3265503
Tajikistan,2019-07-16,-0.18872476
Thailand,2019-07-16,-1.2402471
The Bahamas,2019-07-16,0.9974313
Togo,2019-07-16,0.39548016
Trinidad and Tobago,2019-07-16,-1.787041
Tunisia,2019-07-16,-1.2345719
Turkey,2019-07-16,-0.0632378
Turkmenistan,2019-07-16,-1.09522
Uganda,2019-07-16,0.6463509
Ukraine,2019-07-16,-0.43443826
United Arab Emirates,2019-07-16,-1.2415932
United Kingdom,2019-07-16,0.5086363
United Republic of Tanzania,2019-07-16,0.8484521
United States Virgin Islands,2019-07-16,-0.15833288
United States of America,2019-07-16,0.32308316
Uruguay,2019-07-16,0.90677977
Uzbekistan,2019-07-16,-1.2612383
Vanuatu,2019-07-16,0.044496913
Venezuela,2019-07-16,-0.08777547
Vietnam,2019-07-16,-0.7163486
Western Sahara,2019-07-16,-1.0159905
Yemen,2019-07-16,-0.5984464
Zambia,2019-07-16,-0.578568
Zimbabwe,2019-07-16,-1.1725394
eSwatini,2019-07-16,-2.2526329
Afghanistan,2019-08-16,-0.60044515
Aland,2019-08-16,-1.0250193
Albania,2019-08-16,-0.24372227
Algeria,2019-08-16,-0.6394391
Angola,2019-08-16,-0.5726644
Antarctica,2019-08-16,
Argentina,2019-08-16,-0.4717549
Armenia,2019-08-16,-1.8325088
Australia,2019-08-16,-0.6982558
Austria,2019-08-16,-1.5049149
Azerbaijan,2019-08-16,-1.6961689
Bangladesh,2019-08-16,-1.4347694
Belarus,2019-08-16,-0.9100485
Belgium,2019-08-16,-1.4302307
Belize,2019-08-16,-2.1007206
Benin,2019-08-16,0.19710141
Bhutan,2019-08-16,-1.1110188
Bolivia,2019-08-16,-1.1049345
Bosnia and Herzegovina,2019-08-16,-0.2813616
Botswana,2019-08-16,-2.1026802
Brazil,2019-08-16,-0.7633419
Brunei,2019-08-16,-0.19204587
Bulgaria,2019-08-16,-0.68126875
Burkina Faso,2019-08-16,0.2743228
Burundi,2019-08-16,-0.48293638
Cabo Verde,2019-08-16,0.6913631
Cambodia,2019-08-16,-0.62194866
Cameroon,2019-08-16,0.10850451
Canada,2019-08-16,0.13461626
Cayman Islands,2019-08-16,
Central African Republic,2019-08-16,-0.04856427
Chad,2019-08-16,0.19969141
Chile,2019-08-16,-0.49346107
China,2019-08-16,0.024035309
Colombia,2019-08-16,-1.0770541
Comoros,2019-08-16,-1.6317177
Costa Rica,2019-08-16,0.4603986
Croatia,2019-08-16,-0.76293576
Cuba,2019-08-16,-0.37834787
Cyprus,2019-08-16,0.4121463
Czechia,2019-08-16,-1.7880237
Democratic Republic of the Congo,2019-08-16,-0.10228306
Denmark,2019-08-16,-0.6594205
Djibouti,2019-08-16,0.19814576
Dominican Republic,2019-08-16,-2.7519507
East Timor,2019-08-16,0.11568459
Ecuador,2019-08-16,-0.37075254
Egypt,2019-08-16,-1.7260798
El Salvador,2019-08-16,-1.7755473
Equatorial Guinea,2019-08-16,0.09456416
Eritrea,2019-08-16,0.46197596
Estonia,2019-08-16,-0.90385574
Ethiopia,2019-08-16,0.07791491
Falkland Islands,2019-08-16,-0.012127673
Faroe Islands,2019-08-16,-0.18288958
Fiji,2019-08-16,-0.45146644
Finland,2019-08-16,-0.51879054
France,2019-08-16,-1.4098278
French Polynesia,2019-08-16,-1.476219
French Southern and Antarctic Lands,2019-08-16,1.924056
Gabon,2019-08-16,-0.13825901
Gambia,2019-08-16,-0.948956
Georgia,2019-08-16,-1.0553502
Germany,2019-08-16,-1.6088078
Ghana,2019-08-16,0.8725915
Greece,2019-08-16,-0.23534687
Greenland,2019-08-16,-0.9462279
Guatemala,2019-08-16,-1.8159679
Guinea,2019-08-16,-0.27773932
